"Plan_name","fund_family","fund_class","fund_type","investment_plan","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","asset_size1","asset_date","riskometer"
"Sundaram S.M.I.L.E Fund - Regular Plan (G) ","Sundaram Mutual Fund","Small & Mid Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","CNX Midcap","Jan 21, 2005","3.8","13.2","14.3","45.2","33.4","17.2","27.1","31","37","71","26","58","55","21","18.5","-13.5","3.7","6.0","-18.9","8.0","13.9","-5.5","48.0","-5.8","-1.7","5.7","-0.5","12.3","-3.4","18.9","-8.8","5.7","18.2","21.9","53.0","-1.1","6.7","108.2","-5.8","116.18 (Jan 15, 18)","76.50 (Jan 17, 17)","Rane Holdings","V-Guard Ind","Navin Fluorine","J. K. Cement","Heritage Foods","HSIL","PNC Infratech","Ashoka Buildcon","Praj Industries","ITD Cementation","Automotive","Miscellaneous","Chemicals","Cement","Food & Beverage","Cement","Real Estate","Cement","Engineering","Cement","66.46","49.51","49.50","47.48","47.09","46.18","41.79","41.39","40.72","40.59","4.80","3.58","3.58","3.43","3.40","3.34","3.02","2.99","2.94","2.93",98.59,0,0,"N.A",1.62,-0.23,"18.79","34.01","47.89","Cement","Engineering","Miscellaneous","Banking/Finance","Food & Beverage","Chemicals","22.78","16.87","8.24","6.86","6.01","5.85","22.07","17.53","10.37","5.23","5.48","6.93","22.07","17.53","10.37","5.23","5.48","6.93","Dec-17","1,262.4","Sep-17","1,172.4","Jun-17","1,168.7","Mar-17","1,045.8","Dec-16","1,035.6","Sep-16","1,114.8","Jun-16","1,068.6","Mar-16","1,827.4","Dec-15","1,238.4","Sep-15","1,161.3","Jun-15","989.8","Mar-15","857.5","Dec-14","654.0","Sep-14","489.1","Jun-14","332.4","Mar-14","260.7","Dec-13","273.8","Sep-13","262.0","Jun-13","307.3","Mar-13","365.7","1,383.6","Nov-30-2017","MODERATELY HIGH"
"Sundaram Select Debt - Short Term Asset Plan - Direct Plan (G) ","Sundaram Mutual Fund","Liquid","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.3","1.0","2.7","6.4","8.5","8.3","9.2","152","152","145","113","3","4","3","1.3","2.3","2.4","2.3","2.2","1.9","2.0","1.4","2.5","3.2","1.9","3.2","2.7","2.1","1.3","0.9","2.0","1.3","3.5","2.4","6.5","10.2","8.3","11.0","9.9","30.67 (Jan 17, 18)","28.80 (Feb 09, 17)","National Bank for Agricultural & Rural Development - 7% - 20/03/2020","6.79% Central Government Securities 15/05/2027**","LIC Housing Finance Ltd - 20/03/2018**","Daimler Financial Services India P Ltd - 8.05% - 13/12/2018**","LIC Housing Finance Ltd - 7.2% - 12/09/2018**","HDFC Bank Ltd - 7.2% - 26/06/2018**","PowerLinks Transmission Ltd - 7.6% - 08/02/2019**","Indiabulls Housing Finance Ltd - 7.45% - 25/07/2019**","Rural Electrification Corporation Ltd - 8.44% - 04/12/2021**","Dewan Housing Finance Corporation Ltd - 9.05% - 09/09/2019**","CRISIL AAA","Sovereign","CRISIL AAA","IND AAA","CRISIL AAA","CRISIL AAA","CRISIL AAA","ICRA AAA","CRISIL AAA","BWR AAA","100.07","94.24","62.85","50.20","49.94","49.95","40.14","34.94","31.10","30.43","5.61","5.28","3.52","2.81","2.80","2.80","2.25","1.96","1.74","1.70",0,0,69.94,"N.A",32.6,-2.56,"20.02","30.47","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","1,315.2","Sep-17","1,295.5","Jun-17","1,245.7","Mar-17","1,586.7","Dec-16","1,388.5","Sep-16","602.9","Jun-16","443.4","Mar-16","3,970.8","Dec-15","434.5","Sep-15","715.7","Jun-15","634.9","Mar-15","553.0","Dec-14","322.2","Sep-14","151.3","Jun-14","136.0","Mar-14","149.3","Dec-13","245.4","Sep-13","36.7","Jun-13","3.6","Mar-13","1.2","1,784.9","Nov-30-2017","MODERATELY LOW"
"Sundaram Select Debt - Short Term Asset Plan (G) ","Sundaram Mutual Fund","Liquid","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Aug 30, 2002","0.2","0.7","2.2","5.3","7.4","7.2","8.3","155","155","153","148","14","108","15","1.1","2.0","2.2","2.2","2.6","1.7","1.7","1.1","2.4","2.9","1.7","2.9","2.5","1.8","1.1","0.7","1.7","1.1","3.2","2.3","5.4","9.1","7.3","10.2","9.7","29.38 (Jan 15, 18)","27.85 (Feb 09, 17)","National Bank for Agricultural & Rural Development - 7% - 20/03/2020","6.79% Central Government Securities 15/05/2027**","LIC Housing Finance Ltd - 20/03/2018**","Daimler Financial Services India P Ltd - 8.05% - 13/12/2018**","LIC Housing Finance Ltd - 7.2% - 12/09/2018**","HDFC Bank Ltd - 7.2% - 26/06/2018**","PowerLinks Transmission Ltd - 7.6% - 08/02/2019**","Indiabulls Housing Finance Ltd - 7.45% - 25/07/2019**","Rural Electrification Corporation Ltd - 8.44% - 04/12/2021**","Dewan Housing Finance Corporation Ltd - 9.05% - 09/09/2019**","CRISIL AAA","Sovereign","CRISIL AAA","IND AAA","CRISIL AAA","CRISIL AAA","CRISIL AAA","ICRA AAA","CRISIL AAA","BWR AAA","100.07","94.24","62.85","50.20","49.94","49.95","40.14","34.94","31.10","30.43","5.61","5.28","3.52","2.81","2.80","2.80","2.25","1.96","1.74","1.70",0,0,69.94,"N.A",32.6,-2.56,"20.02","30.47","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","183.9","Sep-17","187.9","Jun-17","187.2","Mar-17","293.2","Dec-16","321.1","Sep-16","256.7","Jun-16","189.4","Mar-16","191.4","Dec-15","196.4","Sep-15","174.4","Jun-15","161.1","Mar-15","117.1","Dec-14","109.2","Sep-14","110.6","Jun-14","116.9","Mar-14","97.6","Dec-13","78.8","Sep-13","74.8","Jun-13","44.4","Mar-13","19.7","1,784.9","Nov-30-2017","MODERATELY LOW"
"Sundaram Select Focus - Direct Plan (G) ","Sundaram Mutual Fund","Large Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","S&P CNX Nifty","Jan 01, 2013","3.1","6.1","10.7","35.8","22.6","10.1","13.7","61","61","70","16","79","85","98","15.0","-3.4","2.1","6.2","-8.0","5.3","5.5","-1.7","18.0","1.9","3.4","3.0","-4.2","3.1","-3.5","7.1","-5.8","1.6","4.5","10.9","37.5","0.5","0.4","35.3","2.2","173.12 (Jan 17, 18)","126.94 (Jan 20, 17)","HDFC Bank","ICICI Bank","Reliance","HDFC","Kotak Mahindra","ITC","Maruti Suzuki","Larsen","Bharti Airtel","IndusInd Bank","Banking/Finance","Banking/Finance","Oil & Gas","Banking/Finance","Banking/Finance","Tobacco","Automotive","Engineering","Telecom","Banking/Finance","47.12","44.13","32.53","29.80","25.83","25.15","24.17","20.12","19.03","18.71","8.27","7.75","5.71","5.23","4.53","4.42","4.24","3.53","3.34","3.28",95.32,3.12,0,"N.A",3.56,-2.02,"31.49","50.30","55.76","Banking/Finance","Oil & Gas","Automotive","Engineering","Tobacco","Technology","33.97","11.04","10.75","7.50","4.42","4.34","36.48","10.60","9.33","5.95","7.89","8.62","36.48","10.60","9.33","5.95","7.89","8.62","Dec-17","11.8","Sep-17","9.6","Jun-17","17.6","Mar-17","10.4","Dec-16","8.8","Sep-16","6.5","Jun-16","5.7","Mar-16","7.8","Dec-15","4.8","Sep-15","4.6","Jun-15","4.4","Mar-15","3.9","Dec-14","3.3","Sep-14","2.9","Jun-14","2.3","Mar-14","1.9","Dec-13","1.5","Sep-13","1.1","Jun-13","0.9","Mar-13","0.5","569.5","Nov-30-2017","MODERATELY HIGH"
"Sundaram Select Focus - Institutional Plan (G) ","Sundaram Mutual Fund","Large Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","S&P CNX Nifty","Apr 15, 2008","3.0","6.1","10.7","35.8","22.6","10.0","13.7","61","61","70","16","82","85","98","15.0","-3.4","2.1","6.0","-7.4","5.3","5.5","-1.7","17.9","1.9","3.4","3.0","-4.2","3.1","-3.5","7.1","-5.8","1.6","4.5","10.9","37.5","0.5","0.3","34.9","2.9","176.95 (Jan 17, 18)","129.75 (Jan 20, 17)","HDFC Bank","ICICI Bank","Reliance","HDFC","Kotak Mahindra","ITC","Maruti Suzuki","Larsen","Bharti Airtel","IndusInd Bank","Banking/Finance","Banking/Finance","Oil & Gas","Banking/Finance","Banking/Finance","Tobacco","Automotive","Engineering","Telecom","Banking/Finance","47.12","44.13","32.53","29.80","25.83","25.15","24.17","20.12","19.03","18.71","8.27","7.75","5.71","5.23","4.53","4.42","4.24","3.53","3.34","3.28",95.32,3.12,0,"N.A",3.56,-2.02,"31.49","50.30","55.76","Banking/Finance","Oil & Gas","Automotive","Engineering","Tobacco","Technology","33.97","11.04","10.75","7.50","4.42","4.34","36.48","10.60","9.33","5.95","7.89","8.62","36.48","10.60","9.33","5.95","7.89","8.62","Dec-17","0.0","Sep-17","0.0","Jun-17","0.0","Mar-17","0.0","Dec-16","0.0","Sep-16","0.0","Jun-16","0.0","Mar-16","0.0","Dec-15","0.0","Sep-15","0.0","Jun-15","0.0","Mar-15","0.0","Dec-14","0.0","Sep-14","0.2","Jun-14","12.1","Mar-14","17.0","Dec-13","18.3","Sep-13","21.8","Jun-13","30.2","Mar-13","40.1","569.5","Nov-30-2017","MODERATELY HIGH"
"Sundaram Select Focus - Retail Plan (G) ","Sundaram Mutual Fund","Large Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","S&P CNX Nifty","Jul 19, 2002","2.9","5.6","9.9","34.4","21.9","9.5","13.2","76","78","98","21","96","97","106","14.9","-3.5","1.9","6.0","-7.5","5.2","5.4","-1.8","17.7","1.8","3.1","3.0","-4.2","2.9","-3.6","6.7","-5.9","1.6","4.3","10.8","36.2","0.3","-","34.3","2.6","168.72 (Jan 17, 18)","124.94 (Jan 20, 17)","HDFC Bank","ICICI Bank","Reliance","HDFC","Kotak Mahindra","ITC","Maruti Suzuki","Larsen","Bharti Airtel","IndusInd Bank","Banking/Finance","Banking/Finance","Oil & Gas","Banking/Finance","Banking/Finance","Tobacco","Automotive","Engineering","Telecom","Banking/Finance","47.12","44.13","32.53","29.80","25.83","25.15","24.17","20.12","19.03","18.71","8.27","7.75","5.71","5.23","4.53","4.42","4.24","3.53","3.34","3.28",95.32,3.12,0,"N.A",3.56,-2.02,"31.49","50.30","55.76","Banking/Finance","Oil & Gas","Automotive","Engineering","Tobacco","Technology","33.97","11.04","10.75","7.50","4.42","4.34","36.48","10.60","9.33","5.95","7.89","8.62","36.48","10.60","9.33","5.95","7.89","8.62","Dec-17","549.2","Sep-17","482.4","Jun-17","446.3","Mar-17","420.9","Dec-16","416.3","Sep-16","356.7","Jun-16","334.7","Mar-16","524.5","Dec-15","359.3","Sep-15","380.3","Jun-15","384.9","Mar-15","413.8","Dec-14","436.5","Sep-14","443.4","Jun-14","434.6","Mar-14","418.7","Dec-13","446.1","Sep-13","450.3","Jun-13","491.8","Mar-13","550.8","569.5","Nov-30-2017","MODERATELY HIGH"
"Sundaram Select Midcap - Direct Plan (G) ","Sundaram Mutual Fund","Small & Mid Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE-Midcap Index","Jan 01, 2013","2.0","7.9","13.4","32.9","31.8","19.0","26.1","91","92","92","90","66","29","27","13.6","-6.5","6.0","8.2","-11.4","4.5","12.6","0.4","34.8","-0.2","2.8","10.2","-1.0","8.0","-3.3","13.2","-7.1","3.4","12.4","17.4","40.7","11.3","11.9","76.0","3.0","567.46 (Jan 15, 18)","412.65 (Jan 20, 17)","Sundaram-Clayto","Trent","Schaeffler Ind","Arvind","Honeywell Autom","Ramco Cements","IGL","SRF","UPL","Federal Bank","Automotive","Real Estate","Engineering","Manufacturing","Telecom","Cement","Oil & Gas","Manufacturing","Chemicals","Banking/Finance","237.38","176.28","163.40","159.10","157.58","150.15","146.51","144.39","136.30","130.35","3.80","2.82","2.62","2.55","2.52","2.40","2.35","2.31","2.18","2.09",94.38,0,0,"N.A",4.46,1.18,"14.31","25.64","35.70","Banking/Finance","Engineering","Manufacturing","Automotive","Chemicals","Miscellaneous","17.61","9.08","9.01","8.65","7.06","4.84","20.09","9.52","13.49","9.02","8.09","1.67","20.09","9.52","13.49","9.02","8.09","1.67","Dec-17","513.8","Sep-17","455.8","Jun-17","419.7","Mar-17","366.1","Dec-16","306.4","Sep-16","200.9","Jun-16","148.3","Mar-16","216.3","Dec-15","119.1","Sep-15","108.0","Jun-15","90.8","Mar-15","83.1","Dec-14","70.3","Sep-14","60.9","Jun-14","44.9","Mar-14","31.2","Dec-13","26.1","Sep-13","20.3","Jun-13","10.9","Mar-13","5.2","6,246.2","Nov-30-2017","MODERATELY HIGH"
"Sundaram Select Midcap - Institutional Plan (G) ","Sundaram Mutual Fund","Small & Mid Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE-Midcap Index","May 20, 2009","2.0","7.9","13.4","32.9","31.8","19.0","26.1","91","92","92","90","66","29","28","13.6","-6.5","6.0","8.0","-10.4","4.5","12.5","0.4","34.8","-0.6","2.8","10.2","-1.0","8.0","-3.3","13.2","-7.1","3.4","12.4","17.4","40.7","11.3","11.8","75.6","3.6","579.21 (Jan 15, 18)","421.20 (Jan 20, 17)","Sundaram-Clayto","Trent","Schaeffler Ind","Arvind","Honeywell Autom","Ramco Cements","IGL","SRF","UPL","Federal Bank","Automotive","Real Estate","Engineering","Manufacturing","Telecom","Cement","Oil & Gas","Manufacturing","Chemicals","Banking/Finance","237.38","176.28","163.40","159.10","157.58","150.15","146.51","144.39","136.30","130.35","3.80","2.82","2.62","2.55","2.52","2.40","2.35","2.31","2.18","2.09",94.38,0,0,"N.A",4.46,1.18,"14.31","25.64","35.70","Banking/Finance","Engineering","Manufacturing","Automotive","Chemicals","Miscellaneous","17.61","9.08","9.01","8.65","7.06","4.84","20.09","9.52","13.49","9.02","8.09","1.67","20.09","9.52","13.49","9.02","8.09","1.67","Dec-17","0.2","Sep-17","0.2","Jun-17","0.2","Mar-17","0.2","Dec-16","0.2","Sep-16","0.2","Jun-16","0.2","Mar-16","0.3","Dec-15","0.2","Sep-15","0.2","Jun-15","0.2","Mar-15","0.2","Dec-14","0.4","Sep-14","1.1","Jun-14","1.0","Mar-14","0.8","Dec-13","0.7","Sep-13","0.7","Jun-13","13.7","Mar-13","41.2","6,246.2","Nov-30-2017","MODERATELY HIGH"
"Sundaram Select Midcap - Regular Plan (G) ","Sundaram Mutual Fund","Small & Mid Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE-Midcap Index","Jul 19, 2002","1.9","7.7","13.0","31.9","31.1","18.5","25.6","95","95","101","102","70","43","34","13.4","-6.5","5.8","7.9","-10.5","4.3","12.5","0.3","34.6","-0.2","2.6","10.1","-1.1","7.8","-3.4","13.0","-7.2","3.4","12.2","17.3","39.8","11.0","11.3","74.5","3.8","552.84 (Jan 15, 18)","404.98 (Jan 20, 17)","Sundaram-Clayto","Trent","Schaeffler Ind","Arvind","Honeywell Autom","Ramco Cements","IGL","SRF","UPL","Federal Bank","Automotive","Real Estate","Engineering","Manufacturing","Telecom","Cement","Oil & Gas","Manufacturing","Chemicals","Banking/Finance","237.38","176.28","163.40","159.10","157.58","150.15","146.51","144.39","136.30","130.35","3.80","2.82","2.62","2.55","2.52","2.40","2.35","2.31","2.18","2.09",94.38,0,0,"N.A",4.46,1.18,"14.31","25.64","35.70","Banking/Finance","Engineering","Manufacturing","Automotive","Chemicals","Miscellaneous","17.61","9.08","9.01","8.65","7.06","4.84","20.09","9.52","13.49","9.02","8.09","1.67","20.09","9.52","13.49","9.02","8.09","1.67","Dec-17","5,587.1","Sep-17","5,112.4","Jun-17","4,836.9","Mar-17","4,246.3","Dec-16","3,913.0","Sep-16","3,805.1","Jun-16","3,343.7","Mar-16","5,203.6","Dec-15","3,193.8","Sep-15","3,120.3","Jun-15","2,840.5","Mar-15","2,770.8","Dec-14","2,474.0","Sep-14","2,257.9","Jun-14","1,917.4","Mar-14","1,656.1","Dec-13","1,637.7","Sep-13","1,593.3","Jun-13","1,778.9","Mar-13","1,930.2","6,246.2","Nov-30-2017","MODERATELY HIGH"
"Sundaram Ultra Short Term Fund - Direct Plan (G) ","Sundaram Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.5","1.5","3.3","7.1","7.9","8.2","8.8","16","32","31","41","61","62","25","1.8","2.3","2.3","2.4","2.0","1.7","1.9","1.9","2.3","2.2","1.8","2.2","2.1","2.1","2.4","1.4","1.7","1.7","2.2","2.5","7.1","8.6","8.6","9.6","9.8","23.98 (Jan 17, 18)","22.39 (Jan 18, 17)","National Bank for Agricultural & Rural Development - 7% - 20/03/2020","Edelweiss Commodities Services Ltd - 8.7% - 15/04/2020","Indiabulls Housing Finance Ltd - 8.1% - 15/03/2018","Vedanta Ltd - 9.1% - 05/04/2023","Housing Development Finance Corporation Ltd - 8.6% - 28/09/2018","Dewan Housing Finance Corporation Ltd - 9.25% - 09/09/2023","JM Financial Products Ltd - 8.4% - 11/09/2018","Shriram Transport Finance Company Ltd - 7.95% - 13/06/2019","Tata Capital Financial Services Ltd - 7.8756% - 26/03/2018","JM Financial Products Ltd - 8.5374% - 21/12/2018","CRISIL AAA","CRISIL AA","BWR AAA","CRISIL AA","CRISIL AAA","BWR AAA","CRISIL AA","CRISIL AA+","CRISIL AA+","CRISIL AA","125.09","115.26","105.27","100.47","78.77","51.32","50.27","50.07","50.06","49.97","3.46","3.19","2.91","2.78","2.18","1.42","1.39","1.39","1.39","1.38",0,0,39.79,"N.A",59.39,0.81,"14.52","21.49","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","2,768.5","Sep-17","2,319.7","Jun-17","2,519.8","Mar-17","2,097.2","Dec-16","1,957.5","Sep-16","1,787.6","Jun-16","1,457.3","Mar-16","875.2","Dec-15","1,464.5","Sep-15","1,579.4","Jun-15","1,491.1","Mar-15","1,544.3","Dec-14","1,317.3","Sep-14","777.6","Jun-14","539.5","Mar-14","391.2","Dec-13","335.5","Sep-13","312.4","Jun-13","552.9","Mar-13","367.2","3,613.7","Nov-30-2017","MODERATELY LOW"
"Sundaram Ultra Short Term Fund- Institutional Plan (G) ","Sundaram Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Apr 05, 2007","0.4","1.2","2.7","5.9","6.7","6.9","7.7","113","133","149","151","165","163","147","1.5","2.0","2.0","2.1","2.0","1.4","1.6","1.7","2.1","2.1","1.5","1.9","1.8","1.9","2.3","1.1","1.4","1.4","2.0","2.3","5.9","7.3","7.3","8.5","9.3","22.31 (Jan 17, 18)","21.07 (Jan 18, 17)","National Bank for Agricultural & Rural Development - 7% - 20/03/2020","Edelweiss Commodities Services Ltd - 8.7% - 15/04/2020","Indiabulls Housing Finance Ltd - 8.1% - 15/03/2018","Vedanta Ltd - 9.1% - 05/04/2023","Housing Development Finance Corporation Ltd - 8.6% - 28/09/2018","Dewan Housing Finance Corporation Ltd - 9.25% - 09/09/2023","JM Financial Products Ltd - 8.4% - 11/09/2018","Shriram Transport Finance Company Ltd - 7.95% - 13/06/2019","Tata Capital Financial Services Ltd - 7.8756% - 26/03/2018","JM Financial Products Ltd - 8.5374% - 21/12/2018","CRISIL AAA","CRISIL AA","BWR AAA","CRISIL AA","CRISIL AAA","BWR AAA","CRISIL AA","CRISIL AA+","CRISIL AA+","CRISIL AA","125.09","115.26","105.27","100.47","78.77","51.32","50.27","50.07","50.06","49.97","3.46","3.19","2.91","2.78","2.18","1.42","1.39","1.39","1.39","1.38",0,0,39.79,"N.A",59.39,0.81,"14.52","21.49","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-16","2.3","Jun-16","2.4","Mar-16","6.2","Dec-15","5.1","Sep-15","5.3","Jun-15","5.4","Mar-15","5.5","Dec-14","5.8","Sep-14","6.3","Jun-14","7.2","Mar-14","11.0","Dec-13","15.5","Sep-13","61.1","Jun-13","114.3","Mar-13","141.0","3,613.7","Nov-30-2017","MODERATELY LOW"
"Sundaram Ultra Short Term Fund - Regular Plan (G) ","Sundaram Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Apr 05, 2007","0.4","1.3","2.9","6.4","7.3","7.5","8.3","47","75","91","117","137","136","99","1.7","2.1","2.2","2.3","2.1","1.5","1.7","1.8","2.2","2.2","1.6","2.1","2.0","2.0","2.4","1.2","1.5","1.6","2.1","2.4","6.4","8.0","8.0","9.0","9.8","23.38 (Jan 17, 18)","21.97 (Jan 18, 17)","National Bank for Agricultural & Rural Development - 7% - 20/03/2020","Edelweiss Commodities Services Ltd - 8.7% - 15/04/2020","Indiabulls Housing Finance Ltd - 8.1% - 15/03/2018","Vedanta Ltd - 9.1% - 05/04/2023","Housing Development Finance Corporation Ltd - 8.6% - 28/09/2018","Dewan Housing Finance Corporation Ltd - 9.25% - 09/09/2023","JM Financial Products Ltd - 8.4% - 11/09/2018","Shriram Transport Finance Company Ltd - 7.95% - 13/06/2019","Tata Capital Financial Services Ltd - 7.8756% - 26/03/2018","JM Financial Products Ltd - 8.5374% - 21/12/2018","CRISIL AAA","CRISIL AA","BWR AAA","CRISIL AA","CRISIL AAA","BWR AAA","CRISIL AA","CRISIL AA+","CRISIL AA+","CRISIL AA","125.09","115.26","105.27","100.47","78.77","51.32","50.27","50.07","50.06","49.97","3.46","3.19","2.91","2.78","2.18","1.42","1.39","1.39","1.39","1.38",0,0,39.79,"N.A",59.39,0.81,"14.52","21.49","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","702.6","Sep-17","705.8","Jun-17","685.9","Mar-17","626.7","Dec-16","720.7","Sep-16","663.1","Jun-16","680.7","Mar-16","3,396.6","Dec-15","549.1","Sep-15","664.2","Jun-15","725.7","Mar-15","637.8","Dec-14","653.2","Sep-14","578.5","Jun-14","585.3","Mar-14","549.6","Dec-13","479.3","Sep-13","644.4","Jun-13","952.0","Mar-13","917.6","3,613.7","Nov-30-2017","MODERATELY LOW"
