"Plan_name","fund_family","fund_class","fund_type","investment_plan","asset_size","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","riskometer.x"
"UTI Income Opportunities Fund (G) ","UTI Mutual Fund","Credit Opportunities Funds","Open-Ended","Growth","4,077.7 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","","Nov 08, 2012","0.3","0.9","2.6","6.3","8.5","8.5","8.9","25","28","31","37","39","37","30","1.8","2.1","2.4","2.5","2.1","1.8","2.0","1.6","3.0","2.5","1.8","3.2","2.6","2.1","-0.4","0.9","2.1","1.7","3.1","2.8","6.7","10.2","8.8","11.4","7.6","15.63 (Jan 17, 18)","14.68 (Feb 09, 17)","NCD BHARAT ALUMINIUM COMPANY LTD","NCD YES BANK LTD.","NCD VARUN BEVERAGES LTD","NCD PIRAMAL ENTERPRISES LTD.","NCD WELSPUN RENEWABLES ENERGY PRIVATE LIMITED","NCD EDELWEISS COMMODITIES SERVICES LTD","NCD NIRMA LTD.","NCD PIRAMAL ENTERPRISES LTD.","NCD DALMIA CEMENT (BHARAT) LTD","NCD AMBA RIVER COKE LTD","ICRA-AA-","CARE-AA","CRISIL-AA-","ICRA-AA","CARE-AA(SO)","ICRA-AA","CRISIL-AA-","ICRA-AA","ICRA-AA","CARE-AA-","188.32","145.42","140.22","109.63","103.61","100.10","98.75","97.11","95.31","94.22","4.62","3.57","3.44","2.69","2.54","2.45","2.42","2.38","2.34","2.31",0,0,85.36,"N.A",4.2,10.44,"16.86","28.76","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","3,110.2","Sep-17","2,875.7","Jun-17","2,435.5","Mar-17","1,973.6","Dec-16","1,570.2","Sep-16","1,238.5","Jun-16","999.1","Mar-16","4,412.8","Dec-15","859.9","Sep-15","755.6","Jun-15","667.5","Mar-15","639.5","Dec-14","617.1","Sep-14","592.0","Jun-14","548.6","Mar-14","506.6","Dec-13","477.1","Sep-13","445.1","Jun-13","325.5","Mar-13","222.1","MODERATE"
"UTI India Lifestyle Fund - Direct Plan (G) ","UTI Mutual Fund","Large Cap","Open-Ended","Growth","286.5 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","S&P CNX 500","Jan 01, 2013","1.4","5.7","9.5","28.2","21.8","9.2","13.6","94","68","63","56","91","97","95","13.2","-4.1","3.9","4.2","-6.1","2.4","8.2","-2.5","15.3","3.5","1.5","4.5","-4.7","5.6","-3.6","10.9","-6.3","-0.1","5.0","9.5","33.3","3.4","-1.4","33.4","4.8","27.39 (Jan 09, 18)","20.70 (Jan 20, 17)","HDFC Bank","Nestle","Hero Motocorp","Kotak Mahindra","Tata Global Bev","Exide Ind","IndusInd Bank","Avenue Supermar","Bharti Airtel","ITC","Banking/Finance","Food & Beverage","Automotive","Banking/Finance","Food & Beverage","Automotive","Banking/Finance","Real Estate","Telecom","Tobacco","21.38","14.17","14.05","11.12","10.04","10.01","10.04","9.55","8.60","7.80","7.46","4.95","4.90","3.88","3.51","3.50","3.50","3.33","3.00","2.72",98.28,0.1,0.05,"N.A",0,1.57,"24.70","40.75","50.58","Food & Beverage","Banking/Finance","Automotive","Cons NonDurable","Real Estate","Pharmaceuticals","17.11","17.02","16.45","8.13","7.68","5.24","4.56","21.60","7.88","1.77","1.37","7.78","4.56","21.60","7.88","1.77","1.37","7.78","Dec-17","2.3","Sep-17","2.2","Jun-17","2.0","Mar-17","1.8","Dec-16","1.7","Sep-16","1.7","Jun-16","1.6","Mar-16","2.6","Dec-15","1.5","Sep-15","1.5","Jun-15","1.5","Mar-15","2.1","Dec-14","2.3","Sep-14","2.0","Jun-14","1.4","Mar-14","1.1","Dec-13","1.0","Sep-13","0.8","Jun-13","0.7","Mar-13","0.3","HIGH"
"UTI India Lifestyle Fund (G) ","UTI Mutual Fund","Large Cap","Open-Ended","Growth","286.5 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","S&P CNX 500","Jul 25, 2007","1.3","5.6","9.2","27.5","21.2","8.6","12.9","96","76","73","70","102","105","106","13.0","-4.2","3.7","4.1","-5.5","2.2","8.1","-2.7","15.1","3.4","1.3","4.3","-4.8","5.5","-3.7","10.8","-6.4","-0.2","4.9","9.4","32.6","2.9","-2.0","32.7","5.0","26.62 (Jan 09, 18)","20.22 (Jan 20, 17)","HDFC Bank","Nestle","Hero Motocorp","Kotak Mahindra","Tata Global Bev","Exide Ind","IndusInd Bank","Avenue Supermar","Bharti Airtel","ITC","Banking/Finance","Food & Beverage","Automotive","Banking/Finance","Food & Beverage","Automotive","Banking/Finance","Real Estate","Telecom","Tobacco","21.38","14.17","14.05","11.12","10.04","10.01","10.04","9.55","8.60","7.80","7.46","4.95","4.90","3.88","3.51","3.50","3.50","3.33","3.00","2.72",98.28,0.1,0.05,"N.A",0,1.57,"24.70","40.75","50.58","Food & Beverage","Banking/Finance","Automotive","Cons NonDurable","Real Estate","Pharmaceuticals","17.11","17.02","16.45","8.13","7.68","5.24","4.56","21.60","7.88","1.77","1.37","7.78","4.56","21.60","7.88","1.77","1.37","7.78","Dec-17","282.8","Sep-17","276.9","Jun-17","277.3","Mar-17","265.0","Dec-16","257.0","Sep-16","272.1","Jun-16","257.5","Mar-16","439.3","Dec-15","272.6","Sep-15","291.7","Jun-15","304.2","Mar-15","322.6","Dec-14","317.1","Sep-14","317.5","Jun-14","303.6","Mar-14","288.6","Dec-13","305.1","Sep-13","307.8","Jun-13","329.2","Mar-13","350.5","HIGH"
"UTI Infrastructure Fund - Direct Plan (G) ","UTI Mutual Fund","Thematic - Infrastructure","Open-Ended","Growth","1,693.1 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","BSE 100","Jan 01, 2013","4.6","10.6","13.8","36.2","29.7","11.8","15.2","36","34","40","43","26","45","47","17.6","-7.8","3.1","12.2","-13.6","1.0","10.4","-2.5","29.3","-1.7","3.2","8.5","-7.6","-2.0","-12.9","11.6","-9.2","-1.9","13.1","14.3","41.0","3.7","-5.4","60.5","-12.6","61.83 (Jan 09, 18)","44.84 (Jan 20, 17)","Shree Cements","ICICI Bank","Larsen","SBI","UltraTechCement","Axis Bank","Yes Bank","GAIL","KEC Intl","Voltas","Cement","Banking/Finance","Engineering","Banking/Finance","Cement","Banking/Finance","Banking/Finance","Oil & Gas","Engineering","Conglomerates","94.59","88.88","88.81","81.05","72.31","68.00","63.84","63.70","61.22","55.07","5.59","5.25","5.25","4.79","4.27","4.02","3.77","3.76","3.62","3.25",98.4,0,0.69,"N.A",0,0.93,"25.15","43.57","61.51","Engineering","Cement","Banking/Finance","Oil & Gas","Manufacturing","Cons Durable","25.67","17.99","17.85","14.68","5.63","4.91","24.70","20.11","21.48","15.73","4.94","3.86","24.70","20.11","21.48","15.73","4.94","3.86","Dec-17","17.9","Sep-17","16.3","Jun-17","15.1","Mar-17","12.2","Dec-16","10.7","Sep-16","14.9","Jun-16","13.3","Mar-16","13.3","Dec-15","6.9","Sep-15","7.1","Jun-15","7.0","Mar-15","6.9","Dec-14","6.0","Sep-14","5.7","Jun-14","2.9","Mar-14","0.9","Dec-13","0.8","Sep-13","0.6","Jun-13","0.4","Mar-13","0.2","HIGH"
"UTI Infrastructure Fund (G) ","UTI Mutual Fund","Thematic - Infrastructure","Open-Ended","Growth","1,693.1 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","BSE 100","Apr 07, 2004","4.5","10.4","13.5","35.5","29.1","11.3","14.7","38","36","44","46","31","48","48","17.5","-7.9","2.9","12.1","-12.9","0.9","10.3","-2.6","29.1","-1.8","3.1","8.4","-7.6","-2.1","-12.9","11.5","-9.3","-2.0","12.9","14.2","40.3","3.3","-5.8","59.8","-12.2","60.48 (Jan 09, 18)","44.08 (Jan 20, 17)","Shree Cements","ICICI Bank","Larsen","SBI","UltraTechCement","Axis Bank","Yes Bank","GAIL","KEC Intl","Voltas","Cement","Banking/Finance","Engineering","Banking/Finance","Cement","Banking/Finance","Banking/Finance","Oil & Gas","Engineering","Conglomerates","94.59","88.88","88.81","81.05","72.31","68.00","63.84","63.70","61.22","55.07","5.59","5.25","5.25","4.79","4.27","4.02","3.77","3.76","3.62","3.25",98.4,0,0.69,"N.A",0,0.93,"25.15","43.57","61.51","Engineering","Cement","Banking/Finance","Oil & Gas","Manufacturing","Cons Durable","25.67","17.99","17.85","14.68","5.63","4.91","24.70","20.11","21.48","15.73","4.94","3.86","24.70","20.11","21.48","15.73","4.94","3.86","Dec-17","1,662.8","Sep-17","1,598.6","Jun-17","1,594.1","Mar-17","1,468.7","Dec-16","1,423.3","Sep-16","1,509.0","Jun-16","1,381.4","Mar-16","1,955.2","Dec-15","1,341.0","Sep-15","1,463.9","Jun-15","1,538.9","Mar-15","1,614.6","Dec-14","1,585.9","Sep-14","1,605.2","Jun-14","1,519.7","Mar-14","1,226.4","Dec-13","1,276.3","Sep-13","1,247.5","Jun-13","1,525.4","Mar-13","1,715.6","HIGH"
"UTI Investment Bond Fund - Plan 1 (60 Mths) Retail Plan (G) ","UTI Mutual Fund","Fixed Maturity / Interval Plans","Close-Ended","Growth","0.4 Dec-31-2012",5000,"N.A.","N.A.","N.A.","N.A.","","Dec 31, 2007","-","-","-","-","-","-","-","6","6","6","6","6","5","-","1.0","0.9","-0.2","0.3","2.9","1.0","0.3","-","-0.3","-","0.9","0.8","0.3","-0.3","0.9","0.7","1.2","0.4","-0.2","0.5","3.9","3.4","0.6","-0.7","4.4","11.22 (Dec 31, 12)","11.22 (Dec 31, 12)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"N.A",0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","N.A"
"UTI Liquid Fund - Cash Plan - Direct Plan (G) ","UTI Mutual Fund","Liquid","Open-Ended","Growth","10,000.0 Nov-30-2017",100000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.6","1.6","3.3","6.7","7.2","7.5","8.2","4","46","23","31","27","58","33","1.6","2.0","2.1","2.2","2.1","1.6","2.0","2.1","2.2","2.1","1.6","1.8","2.0","2.2","2.2","1.6","1.7","1.9","2.1","2.4","6.7","7.7","8.3","9.1","9.2","2,804.33 (Jan 17, 18)","2,628.51 (Jan 18, 17)","T BILL RESERVE BANK OF INDIAMATURING 21/12/2017","C P NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT","C P RELIANCE INDUSTRIES LTD.","C D HDFC BANK LTD.","C D AXIS BANK LTD.","C P NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT","C D INDUS IND BANK LTD.","C P NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT","C D AXIS BANK LTD.","-","SOV","CRISIL-A1+","CRISIL-A1+","ICRA-A1+","CRISIL-A1+","CRISIL-A1+","CRISIL-A1+","CRISIL-A1+","CRISIL-A1+","-","1,420.32","990.45","990.36","842.23","719.64","549.37","543.86","498.83","493.86","-","7.26","5.07","5.07","4.31","3.68","2.81","2.78","2.55","2.53","-",0,0,0,"1.02",96.18,2.78,"21.71","36.06","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","19,370.9","Mar-17","18,862.0","Dec-16","17,941.8","Dec-16","91,894.5","Dec-16","91,894.5","Sep-16","16,870.3","Jun-16","11,319.1","Mar-16","48,697.8","Dec-15","8,967.1","Sep-15","10,807.9","Jun-15","10,044.4","Mar-15","10,675.7","Dec-14","11,471.2","Sep-14","11,532.5","Jun-14","12,325.4","Mar-14","11,389.5","Dec-13","11,081.1","Sep-13","7,866.7","Jun-13","8,301.0","Mar-13","5,899.4","LOW"
"UTI Liquid Fund - Cash Plan - Growth ","UTI Mutual Fund","Liquid","Open-Ended","Growth","10,000.0 Nov-30-2017",100000,"N.A.","N.A.","N.A.","N.A.","","Jun 24, 2003","0.5","1.4","2.9","5.9","6.5","6.8","7.5","106","134","132","132","127","131","118","1.5","1.8","1.9","2.1","1.9","1.4","1.8","1.9","2.0","2.0","1.4","1.6","1.8","2.0","2.1","1.4","1.5","1.7","2.0","2.2","5.9","7.0","7.6","8.4","8.5","2,632.55 (Jan 17, 18)","2,485.28 (Jan 18, 17)","T BILL RESERVE BANK OF INDIAMATURING 21/12/2017","C P NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT","C P RELIANCE INDUSTRIES LTD.","C D HDFC BANK LTD.","C D AXIS BANK LTD.","C P NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT","C D INDUS IND BANK LTD.","C P NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT","C D AXIS BANK LTD.","-","SOV","CRISIL-A1+","CRISIL-A1+","ICRA-A1+","CRISIL-A1+","CRISIL-A1+","CRISIL-A1+","CRISIL-A1+","CRISIL-A1+","-","1,420.32","990.45","990.36","842.23","719.64","549.37","543.86","498.83","493.86","-","7.26","5.07","5.07","4.31","3.68","2.81","2.78","2.55","2.53","-",0,0,0,"1.02",96.18,2.78,"21.71","36.06","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","7.7","Mar-17","8.0","Dec-16","8.5","Dec-16","30,897.5","Dec-16","30,897.5","Sep-16","9.7","Jun-16","10.0","Mar-16","28.2","Dec-15","11.1","Sep-15","11.8","Jun-15","12.1","Mar-15","13.6","Dec-14","14.5","Sep-14","15.6","Jun-14","17.6","Mar-14","19.8","Dec-13","23.3","Sep-13","28.3","Jun-13","404.7","Mar-13","437.0","LOW"
"UTI Liquid Fund - Cash Plan - Institutional (G) ","UTI Mutual Fund","Liquid","Open-Ended","Growth","10,000.0 Nov-30-2017",100000,"Rs.0.15 (Nov-14-2010)","N.A.","N.A.","N.A.","","Dec 10, 2003","0.5","1.6","3.3","6.7","7.1","7.5","8.1","4","46","56","31","65","58","75","1.6","2.0","2.1","2.2","2.1","1.6","1.9","2.0","2.2","2.1","1.6","1.8","1.9","2.1","2.2","1.6","1.7","1.9","2.1","2.3","6.6","7.6","8.3","9.1","9.1","2,796.43 (Jan 17, 18)","2,622.15 (Jan 18, 17)","T BILL RESERVE BANK OF INDIAMATURING 21/12/2017","C P NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT","C P RELIANCE INDUSTRIES LTD.","C D HDFC BANK LTD.","C D AXIS BANK LTD.","C P NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT","C D INDUS IND BANK LTD.","C P NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT","C D AXIS BANK LTD.","-","SOV","CRISIL-A1+","CRISIL-A1+","ICRA-A1+","CRISIL-A1+","CRISIL-A1+","CRISIL-A1+","CRISIL-A1+","CRISIL-A1+","-","1,420.32","990.45","990.36","842.23","719.64","549.37","543.86","498.83","493.86","-","7.26","5.07","5.07","4.31","3.68","2.81","2.78","2.55","2.53","-",0,0,0,"1.02",96.18,2.78,"21.71","36.06","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","4,784.9","Mar-17","4,140.1","Dec-16","4,161.6","Dec-16","55,500.6","Dec-16","55,500.6","Sep-16","5,052.8","Jun-16","5,889.7","Mar-16","20,234.6","Dec-15","4,331.8","Sep-15","3,585.2","Jun-15","3,328.8","Mar-15","4,574.1","Dec-14","5,151.4","Sep-14","6,197.2","Jun-14","5,599.0","Mar-14","4,063.1","Dec-13","5,474.5","Sep-13","4,832.3","Jun-13","5,024.9","Mar-13","5,673.3","LOW"
"UTI Long Term Advantage Fund - Series II (G) ","UTI Mutual Fund","ELSS","Close-Ended","Growth","139.5 Nov-30-2017",500,"N.A.","N.A.","N.A.","N.A.","BSE 100","Mar 19, 2008","3.8","8.5","11.6","31.4","22.5","11.7","16.2","71","54","62","74","71","59","59","12.9","-5.1","3.7","7.2","-4.6","2.2","8.6","-2.1","20.4","1.2","2.1","4.1","-3.8","5.0","-4.6","11.8","-6.2","1.5","6.2","11.1","34.3","3.1","1.5","44.0","4.4","32.82 (Jan 15, 18)","24.66 (Jan 20, 17)","HDFC Bank","ICICI Bank","Reliance","Infosys","ITC","Maruti Suzuki","MphasiS","GAIL","NCC","Coromandel Int","Banking/Finance","Banking/Finance","Oil & Gas","Technology","Tobacco","Automotive","Technology","Oil & Gas","Cement","Chemicals","9.42","8.37","5.87","5.71","5.62","4.93","4.08","3.93","3.79","3.77","6.76","6.00","4.21","4.09","4.03","3.54","2.92","2.82","2.72","2.70",99.68,0,0.05,"N.A",0,0.28,"25.09","39.79","51.87","Banking/Finance","Oil & Gas","Technology","Automotive","Pharmaceuticals","Chemicals","30.60","12.12","9.15","8.28","4.55","4.24","24.47","11.56","8.06","5.39","7.25","4.26","24.47","11.56","8.06","5.39","7.25","4.26","Dec-17","138.7","Sep-17","134.0","Jun-17","132.7","Mar-17","125.5","Dec-16","120.9","Sep-16","126.6","Jun-16","117.9","Mar-16","192.3","Dec-15","126.3","Sep-15","131.6","Jun-15","133.5","Mar-15","140.9","Dec-14","137.3","Sep-14","135.1","Jun-14","125.4","Mar-14","114.5","Dec-13","117.7","Sep-13","116.5","Jun-13","128.6","Mar-13","140.5","N.A"
"UTI Long Term Advantage Fund - Series III - Direct Plan (G) ","UTI Mutual Fund","ELSS","Close-Ended","Growth","390.3 Nov-30-2017",500,"N.A.","N.A.","N.A.","N.A.","BSE 100","Mar 22, 2016","5.6","12.4","18.2","43.9","-","-","-","22","6","8","9","-","-","-","17.8","-","-","-","-","3.4","5.0","-","-","-","1.5","5.0","-","-","-","17.0","-6.3","-","-","-","48.3","7.2","-","-","-","16.45 (Jan 15, 18)","11.15 (Jan 20, 17)","Reliance","Escorts","ICICI Bank","Titan Company","BEML","Coromandel Int","Tata Power","Bharat Forge","Thermax","NCC","Oil & Gas","Automotive","Banking/Finance","Miscellaneous","Engineering","Chemicals","Utilities","Manufacturing","Engineering","Cement","34.93","21.04","20.07","19.75","18.71","17.46","15.56","15.10","14.85","14.27","8.95","5.39","5.14","5.06","4.79","4.47","3.99","3.87","3.80","3.66",98.02,0,0.05,"N.A",0,1.93,"29.33","49.12","44.87","Engineering","Oil & Gas","Banking/Finance","Chemicals","Automotive","Miscellaneous","15.88","15.43","13.56","11.05","7.95","7.91","15.95","15.01","14.42","11.04","6.68","6.38","15.95","15.01","14.42","11.04","6.68","6.38","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","10.9","Sep-17","10.0","Jun-17","9.6","Mar-17","8.6","Dec-16","7.9","Sep-16","8.0","Jun-16","7.4","Mar-16","0.1","MODERATELY HIGH"
"UTI Long Term Advantage Fund - Series III - Regular Plan (G) ","UTI Mutual Fund","ELSS","Close-Ended","Growth","390.3 Nov-30-2017",500,"N.A.","N.A.","N.A.","N.A.","BSE 100","Mar 22, 2016","3.2","10.2","16.3","38.6","-","-","-","13","9","9","16","-","-","-","17.2","-","-","-","-","2.9","4.4","-","-","-","1.0","4.4","-","-","-","16.6","-6.9","-","-","-","45.6","5.3","-","-","-","15.86 (Jan 15, 18)","10.94 (Jan 20, 17)","Reliance","Escorts","ICICI Bank","Titan Company","BEML","Coromandel Int","Tata Power","Bharat Forge","Thermax","NCC","Oil & Gas","Automotive","Banking/Finance","Miscellaneous","Engineering","Chemicals","Utilities","Manufacturing","Engineering","Cement","34.93","21.04","20.07","19.75","18.71","17.46","15.56","15.10","14.85","14.27","8.95","5.39","5.14","5.06","4.79","4.47","3.99","3.87","3.80","3.66",98.02,0,0.05,"N.A",0,1.93,"29.33","49.12","44.87","Engineering","Oil & Gas","Banking/Finance","Chemicals","Automotive","Miscellaneous","15.88","15.43","13.56","11.05","7.95","7.91","15.95","15.01","14.42","11.04","6.68","6.38","15.95","15.01","14.42","11.04","6.68","6.38","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","282.8","Sep-17","259.7","Jun-17","252.1","Mar-17","226.2","Dec-16","209.7","Sep-16","213.3","Jun-16","196.5","Mar-16","2.2","MODERATELY HIGH"
"UTI Long Term Advantage Fund - Series IV - Direct Plan (G) ","UTI Mutual Fund","ELSS","Close-Ended","Growth","178.0 Nov-30-2017",500,"N.A.","N.A.","N.A.","N.A.","BSE 100","Jan 18, 2017","5.1","8.8","11.7","-","-","-","-","34","45","59","-","-","-","-","3.1","-","-","-","-","3.9","-","-","-","-","1.2","-","-","-","-","12.8","-","-","-","-","26.1","-","-","-","-","12.87 (Jan 15, 18)","9.89 (Mar 09, 17)","Larsen","Adani Ports","NCC","Ambuja Cements","UltraTechCement","ICICI Bank","SBI","Bharat Forge","Federal Bank","EngineersInd","Engineering","Engineering","Cement","Cement","Cement","Banking/Finance","Banking/Finance","Manufacturing","Banking/Finance","Engineering","12.78","10.87","10.05","9.18","9.11","8.04","7.87","7.15","6.95","6.80","7.18","6.11","5.64","5.16","5.12","4.52","4.42","4.01","3.91","3.82",97.74,0,0.05,"N.A",0,2.23,"29.21","49.89","63.07","Engineering","Banking/Finance","Cement","Chemicals","Automotive","Oil & Gas","23.99","23.16","15.92","12.13","8.39","4.08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","6.3","Sep-17","5.9","Jun-17","5.7","Mar-17","3.5","HIGH"
"UTI Long Term Advantage Fund - Series IV - Regular Plan (G) ","UTI Mutual Fund","ELSS","Close-Ended","Growth","178.0 Nov-30-2017",500,"N.A.","N.A.","N.A.","N.A.","BSE 100","Jan 18, 2017","4.9","8.2","10.3","-","-","-","-","39","62","82","-","-","-","-","2.7","-","-","-","-","3.3","-","-","-","-","0.6","-","-","-","-","12.1","-","-","-","-","23.4","-","-","-","-","12.59 (Jan 09, 18)","9.87 (Mar 09, 17)","Larsen","Adani Ports","NCC","Ambuja Cements","UltraTechCement","ICICI Bank","SBI","Bharat Forge","Federal Bank","EngineersInd","Engineering","Engineering","Cement","Cement","Cement","Banking/Finance","Banking/Finance","Manufacturing","Banking/Finance","Engineering","12.78","10.87","10.05","9.18","9.11","8.04","7.87","7.15","6.95","6.80","7.18","6.11","5.64","5.16","5.12","4.52","4.42","4.01","3.91","3.82",97.74,0,0.05,"N.A",0,2.23,"29.21","49.89","63.07","Engineering","Banking/Finance","Cement","Chemicals","Automotive","Oil & Gas","23.99","23.16","15.92","12.13","8.39","4.08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","142.2","Sep-17","133.6","Jun-17","129.6","Mar-17","79.6","HIGH"
