"Plan_name","fund_family","fund_class","fund_type","investment_plan","asset_size","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","riskometer.x","riskometer.y","riskometer"
"ICICI Prudential Balanced Advantage Fund - Direct Plan (G) ","ICICI Prudential Mutual Fund","Balanced","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","","Jan 01, 2013","0.8","4.2","7.2","18.1","18.0","12.0","15.3","52","41","35","44","37","18","27","7.3","-2.4","3.3","5.1","-4.7","2.7","7.5","0.8","11.2","1.8","3.1","4.2","0.8","5.5","1.7","5.1","-2.5","2.2","5.1","10.1","20.3","8.5","8.1","30.0","10.3","35.76 (Jan 09, 18)","29.99 (Jan 20, 17)","HDFC Bank","Infosys","Motherson Sumi","HDFC","Axis Bank","HCL Tech","ICICI Bank","HUL","ITC","Tech Mahindra","Banking/Finance","Technology","Automotive","Banking/Finance","Banking/Finance","Technology","Banking/Finance","Cons NonDurable","Tobacco","Technology","52.04","43.53","40.26","36.66","35.35","34.37","31.75","29.13","26.18","25.20","3.18","2.66","2.46","2.24","2.16","2.10","1.94","1.78","1.60","1.54",65.75,-29.36,23.57,"2.60",3.51,33.92,"12.70","21.66","32.80","Banking/Finance","Automotive","Technology","Pharmaceuticals","Cons NonDurable","Oil & Gas","16.86","8.77","7.17","4.69","3.93","3.24","16.63","7.08","7.54","6.56","4.87","2.21","16.63","7.08","7.54","6.56","4.87","2.21","Dec-17","1,636.5","Sep-17","1,231.1","Jun-17","927.1","Mar-17","783.4","Dec-16","674.4","Sep-16","534.7","Jun-16","414.8","Mar-16","347.2","Dec-15","305.4","Sep-15","237.7","Jun-15","164.5","Mar-15","137.9","Dec-14","101.9","Sep-14","60.4","Jun-14","34.5","Mar-14","24.1","Dec-13","14.5","Sep-13","12.2","Jun-13","6.3","Mar-13","0.9","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential Balanced Advantage Fund (G) ","ICICI Prudential Mutual Fund","Balanced","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","","Nov 08, 2006","0.7","3.8","6.5","16.5","16.4","10.5","13.9","54","44","44","53","44","31","33","6.9","-2.8","3.0","4.9","-3.9","2.3","7.1","0.5","10.9","1.6","2.8","3.9","0.5","5.3","1.5","4.8","-2.8","1.8","4.9","9.8","18.7","6.9","6.7","28.9","10.4","33.74 (Jan 09, 18)","28.67 (Jan 20, 17)","HDFC Bank","Infosys","Motherson Sumi","HDFC","Axis Bank","HCL Tech","ICICI Bank","HUL","ITC","Tech Mahindra","Banking/Finance","Technology","Automotive","Banking/Finance","Banking/Finance","Technology","Banking/Finance","Cons NonDurable","Tobacco","Technology","675.75","565.25","522.75","476.00","459.00","446.25","412.25","378.25","340.00","327.25","3.18","2.66","2.46","2.24","2.16","2.10","1.94","1.78","1.60","1.54",65.75,-29.36,23.57,"2.60",3.51,33.92,"12.70","21.66","32.80","Banking/Finance","Automotive","Technology","Pharmaceuticals","Cons NonDurable","Oil & Gas","16.86","8.77","7.17","4.69","3.93","3.24","16.63","7.08","7.54","6.56","4.87","2.21","16.63","7.08","7.54","6.56","4.87","2.21","Dec-17","21,250.0","Sep-17","19,347.8","Jun-17","17,946.8","Mar-17","16,847.5","Dec-16","15,517.3","Sep-16","13,244.2","Jun-16","11,163.6","Mar-16","10,167.9","Dec-15","9,537.5","Sep-15","7,971.7","Jun-15","6,108.0","Mar-15","5,340.2","Dec-14","4,360.9","Sep-14","3,076.5","Jun-14","2,037.1","Mar-14","1,251.2","Dec-13","676.1","Sep-13","449.3","Jun-13","245.7","Mar-13","199.7","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential Balanced Fund - Direct Plan (G) ","ICICI Prudential Mutual Fund","Balanced","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","","Jan 01, 2013","2.5","6.9","9.9","23.7","25.6","14.2","19.5","14","11","8","16","4","4","2","9.1","-2.8","1.8","6.8","-4.2","3.1","9.1","-1.0","18.1","1.2","2.5","7.3","-1.2","6.8","-","8.3","-1.4","2.1","8.3","11.3","25.9","14.8","3.0","46.5","9.7","140.01 (Jan 17, 18)","112.10 (Jan 20, 17)","ICICI Bank","ITC","NTPC","HDFC","Bharti Airtel","ONGC","Infosys","SBI","Larsen","Power Grid Corp","Banking/Finance","Tobacco","Utilities","Banking/Finance","Telecom","Oil & Gas","Technology","Banking/Finance","Engineering","Utilities","90.41","71.09","65.26","63.43","57.42","55.60","48.49","45.57","43.93","42.47","4.96","3.90","3.58","3.48","3.15","3.05","2.66","2.50","2.41","2.33",65.17,-0.8,17.42,"3.21",7.51,7.41,"19.07","32.02","30.78","Banking/Finance","Utilities","Oil & Gas","Technology","Automotive","Tobacco","16.62","7.82","6.34","4.80","3.93","3.90","13.73","7.62","0.69","9.65","3.02","0.00","13.73","7.62","0.69","9.65","3.02","0.00","Dec-17","1,788.6","Sep-17","1,235.1","Jun-17","829.4","Mar-17","499.1","Dec-16","329.8","Sep-16","200.9","Jun-16","146.3","Mar-16","109.3","Dec-15","111.5","Sep-15","125.9","Jun-15","120.7","Mar-15","101.1","Dec-14","57.2","Sep-14","28.1","Jun-14","22.5","Mar-14","15.6","Dec-13","11.7","Sep-13","9.3","Jun-13","5.7","Mar-13","0.8","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential Balanced Fund (G) ","ICICI Prudential Mutual Fund","Balanced","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","","Oct 07, 1999","2.3","6.6","9.1","22.0","23.8","12.7","18.1","16","16","17","24","7","10","7","8.7","-3.1","1.5","6.7","-3.2","2.8","8.7","-1.3","17.9","1.0","2.1","7.0","-1.5","6.6","-0.2","7.9","-1.8","1.8","8.0","11.1","24.2","13.3","1.8","45.3","10.3","132.45 (Jan 17, 18)","107.55 (Jan 20, 17)","ICICI Bank","ITC","NTPC","HDFC","Bharti Airtel","ONGC","Infosys","SBI","Larsen","Power Grid Corp","Banking/Finance","Tobacco","Utilities","Banking/Finance","Telecom","Oil & Gas","Technology","Banking/Finance","Engineering","Utilities","1,050.07","825.66","757.91","736.74","666.88","645.71","563.14","529.27","510.22","493.28","4.96","3.90","3.58","3.48","3.15","3.05","2.66","2.50","2.41","2.33",65.17,-0.8,17.42,"3.21",7.51,7.41,"19.07","32.02","30.78","Banking/Finance","Utilities","Oil & Gas","Technology","Automotive","Tobacco","16.62","7.82","6.34","4.80","3.93","3.90","13.73","7.62","0.69","9.65","3.02","0.00","13.73","7.62","0.69","9.65","3.02","0.00","Dec-17","20,868.1","Sep-17","15,709.3","Jun-17","10,702.1","Mar-17","6,323.7","Dec-16","4,017.3","Sep-16","3,124.9","Jun-16","2,637.5","Mar-16","2,404.3","Dec-15","2,347.1","Sep-15","2,145.0","Jun-15","1,914.1","Mar-15","1,601.6","Dec-14","1,232.2","Sep-14","968.8","Jun-14","754.7","Mar-14","624.5","Dec-13","576.4","Sep-13","525.7","Jun-13","496.3","Mar-13","446.7","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential Banking & Financial Services Fund - Direct Plan (G) ","ICICI Prudential Mutual Fund","Sector - Banking & Finance","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","BSE Bankex","Jan 01, 2013","3.3","6.4","8.0","41.8","44.4","19.4","23.1","12","13","12","3","1","1","1","23.6","-6.0","-3.1","7.9","-12.0","9.0","21.9","0.2","30.0","1.6","3.3","12.6","-2.8","1.9","-13.5","4.3","-9.0","-4.1","20.3","19.5","47.7","21.7","-6.7","69.9","-4.7","66.13 (Jan 17, 18)","46.07 (Jan 20, 17)","ICICI Bank","HDFC Bank","Yes Bank","SBI","HDFC","IndusInd Bank","Bajaj Finance","Federal Bank","Axis Bank","Bajaj Finserv","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","223.03","221.70","162.74","147.06","111.29","90.76","88.55","83.47","57.41","55.87","10.10","10.04","7.37","6.66","5.04","4.11","4.01","3.78","2.60","2.53",85.15,10.81,1.24,"N.A",0,2.77,"39.21","56.24","84.39","Banking/Finance","Manufacturing","Miscellaneous","Conglomerates","-","-","80.77","2.37","1.25","0.76","-","-","87.15","0.50","0.96","0.00","-","-","87.15","0.50","0.96","0.00","-","-","Dec-17","543.6","Sep-17","463.6","Jun-17","337.0","Mar-17","233.8","Dec-16","174.2","Sep-16","145.2","Jun-16","146.2","Mar-16","128.4","Dec-15","135.8","Sep-15","118.1","Jun-15","121.2","Mar-15","98.4","Dec-14","52.9","Sep-14","34.0","Jun-14","20.6","Mar-14","12.8","Dec-13","11.2","Sep-13","9.1","Jun-13","7.5","Mar-13","3.6","HIGH","HIGH","HIGH"
"ICICI Prudential Banking & Financial Services Fund - Retail Plan (G) ","ICICI Prudential Mutual Fund","Sector - Banking & Finance","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","BSE Bankex","Aug 07, 2008","3.2","6.1","7.2","39.9","42.6","17.9","22.0","8","24","16","6","2","4","2","23.2","-6.3","-3.3","7.8","-11.0","8.7","21.6","-0.1","29.8","1.4","2.9","12.3","-3.0","1.6","-13.7","4.0","-9.3","-4.3","20.0","19.3","45.7","20.2","-7.7","68.7","-4.1","62.79 (Jan 17, 18)","44.34 (Jan 20, 17)","ICICI Bank","HDFC Bank","Yes Bank","SBI","HDFC","IndusInd Bank","Bajaj Finance","Federal Bank","Axis Bank","Bajaj Finserv","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","54.91","54.58","40.07","36.21","27.40","22.34","21.80","20.55","14.13","13.75","10.10","10.04","7.37","6.66","5.04","4.11","4.01","3.78","2.60","2.53",85.15,10.81,1.24,"N.A",0,2.77,"39.21","56.24","84.39","Banking/Finance","Manufacturing","Miscellaneous","Conglomerates","-","-","80.77","2.37","1.25","0.76","-","-","87.15","0.50","0.96","0.00","-","-","87.15","0.50","0.96","0.00","-","-","Dec-17","2,208.2","Sep-17","1,962.5","Jun-17","1,576.7","Mar-17","1,266.7","Dec-16","1,011.8","Sep-16","934.7","Jun-16","766.9","Mar-16","1,585.4","Dec-15","746.2","Sep-15","770.6","Jun-15","721.2","Mar-15","682.9","Dec-14","510.9","Sep-14","413.6","Jun-14","318.2","Mar-14","235.3","Dec-13","250.7","Sep-13","238.7","Jun-13","262.5","Mar-13","255.1","HIGH","HIGH","HIGH"
"ICICI Prudential Banking & PSU Debt Fund - Direct Plan (G) ","ICICI Prudential Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","-","0.2","1.5","5.3","9.3","9.0","-","185","184","185","174","2","7","-","0.7","2.6","2.5","2.5","0.2","2.7","2.2","1.1","2.6","3.5","1.9","4.3","3.3","2.1","-0.1","-","2.4","1.5","2.9","2.2","5.4","12.8","8.9","10.7","6.5","19.88 (Dec 07, 17)","18.67 (Mar 10, 17)","Vodafone Mobile Services Ltd.","State Bank Of India","Axis Bank Ltd.","Government Securities","State Government of Rajasthan","HDFC Ltd.","Government Securities","HDFC Ltd.","State Government of Maharashtra","ONGC Mangalore Petro Chemicals Ltd.","FITCH AA+","CRISIL AA+","CRISIL AAA","SOV","SOV","CRISIL AAA","SOV","CRISIL AAA","SOV","FITCH AAA","425.47","318.20","266.97","216.35","200.08","191.64","182.60","161.51","129.57","125.35","7.06","5.28","4.43","3.59","3.32","3.18","3.03","2.68","2.15","2.08",0,0,78.14,"N.A",19.22,2.61,"23.68","36.80","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","6,026.2","Sep-17","7,026.7","Jun-17","5,662.9","Mar-17","7,201.5","Dec-16","6,522.1","Sep-16","4,101.9","Jun-16","2,891.2","Mar-16","2,759.7","Dec-15","2,342.7","Sep-15","2,100.6","Jun-15","1,656.5","Mar-15","1,178.9","Dec-14","764.7","Sep-14","627.7","Jun-14","468.8","Mar-14","251.4","Dec-13","122.7","Sep-13","312.1","Jun-13","0.1","Mar-13","0.0","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Banking & PSU Debt Fund - Premium Plan (G) ","ICICI Prudential Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","N.A.","","Aug 25, 2010","-","-","-","-","-","-","-","45","38","40","41","-","-","-","1.8","1.5","-","-","-","-","1.9","-","-","-","-","2.0","-","-","-","-","2.0","-","-","-","1.8","7.9","-","-","-","10.99 (Mar 14, 12)","10.99 (Mar 14, 12)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"N.A",0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Banking & PSU Debt Fund - Retail Plan (G) ","ICICI Prudential Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","N.A.","","Aug 25, 2010","-0.1","0.1","1.4","5.0","9.1","8.7","8.7","183","183","185","177","3","20","44","0.6","2.5","2.5","2.2","2.5","2.6","2.2","1.0","2.5","3.2","1.8","4.2","3.2","2.0","-0.4","-0.1","2.4","1.4","2.9","1.9","5.1","12.5","8.5","10.0","7.7","18.54 (Dec 07, 17)","17.44 (Mar 10, 17)","Vodafone Mobile Services Ltd.","State Bank Of India","Axis Bank Ltd.","Government Securities","State Government of Rajasthan","HDFC Ltd.","Government Securities","HDFC Ltd.","State Government of Maharashtra","ONGC Mangalore Petro Chemicals Ltd.","FITCH AA+","CRISIL AA+","CRISIL AAA","SOV","SOV","CRISIL AAA","SOV","CRISIL AAA","SOV","FITCH AAA","0.01","0.01","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","7.06","5.28","4.43","3.59","3.32","3.18","3.03","2.68","2.15","2.08",0,0,78.14,"N.A",19.22,2.61,"23.68","36.80","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","0.2","Sep-17","0.2","Jun-17","0.2","Mar-17","0.2","Dec-16","0.2","Sep-16","0.2","Jun-16","0.2","Mar-16","0.6","Dec-15","0.2","Sep-15","0.2","Jun-15","0.2","Mar-15","0.2","Dec-14","0.2","Sep-14","0.3","Jun-14","0.4","Mar-14","0.4","Dec-13","0.4","Sep-13","0.5","Jun-13","1.0","Mar-13","2.8","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Banking & PSU Debt Fund (G) ","ICICI Prudential Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","N.A.","","Dec 29, 2009","-0.1","0.1","1.3","5.0","9.1","8.7","9.0","183","184","187","177","3","20","12","0.6","2.5","2.5","2.5","2.7","2.6","2.2","1.0","2.6","3.5","1.8","4.2","3.2","2.0","-0.1","-0.1","2.4","1.4","2.9","2.2","5.1","12.5","8.6","10.4","8.9","19.66 (Dec 07, 17)","18.50 (Mar 10, 17)","Vodafone Mobile Services Ltd.","State Bank Of India","Axis Bank Ltd.","Government Securities","State Government of Rajasthan","HDFC Ltd.","Government Securities","HDFC Ltd.","State Government of Maharashtra","ONGC Mangalore Petro Chemicals Ltd.","FITCH AA+","CRISIL AA+","CRISIL AAA","SOV","SOV","CRISIL AAA","SOV","CRISIL AAA","SOV","FITCH AAA","136.03","101.74","85.36","69.17","63.97","61.27","58.38","51.64","41.43","40.08","7.06","5.28","4.43","3.59","3.32","3.18","3.03","2.68","2.15","2.08",0,0,78.14,"N.A",19.22,2.61,"23.68","36.80","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","1,270.9","Sep-17","1,614.7","Jun-17","946.3","Mar-17","947.6","Dec-16","899.3","Sep-16","601.5","Jun-16","390.2","Mar-16","1,411.6","Dec-15","347.7","Sep-15","336.8","Jun-15","559.7","Mar-15","568.3","Dec-14","460.4","Sep-14","349.6","Jun-14","319.2","Mar-14","168.3","Dec-13","91.3","Sep-13","225.0","Jun-13","7.1","Mar-13","16.2","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Blended Plan - A - Direct Plan (G) ","ICICI Prudential Mutual Fund","Arbitrage & Arbitrage Plus","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","0.50%","","Jan 01, 2013","0.6","1.5","3.2","6.8","7.9","8.5","-","4","25","18","6","4","4","-","1.5","2.4","2.5","2.3","-","0.4","2.1","2.3","2.1","-","-","1.6","2.2","2.2","-","-","1.6","1.7","2.6","-","1.9","7.9","9.1","9.7","-","23.09 (Apr 22, 16)","22.06 (Aug 04, 15)","HDFC Bank","Reliance","Grasim","M&M","Adani Ports","Century","Tata Power","Wipro","Jet Airways","Biocon","Banking/Finance","Oil & Gas","Conglomerates","Automotive","Engineering","Conglomerates","Utilities","Technology","Services","Pharmaceuticals","30.54","21.05","12.25","8.95","5.69","3.14","2.87","2.83","2.50","2.15","20.41","14.07","8.19","5.98","3.80","2.10","1.92","1.89","1.67","1.44",66.24,0,21.51,"N.A",0,12.26,"52.45","61.47","44.77","Banking/Finance","Oil & Gas","Conglomerates","Automotive","Engineering","Utilities","20.41","14.07","10.29","5.98","3.80","2.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","Jun-16","34.3","Mar-16","149.6","Dec-15","217.5","Sep-15","276.1","Jun-15","285.8","Mar-15","284.0","Dec-14","314.0","Sep-14","324.2","Jun-14","208.1","Mar-14","152.6","Dec-13","107.9","Sep-13","66.8","Jun-13","20.3","Mar-13","0.1","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Blended Plan - A (G) ","ICICI Prudential Mutual Fund","Arbitrage & Arbitrage Plus","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","0.50%","","May 18, 2005","0.6","1.4","3.0","6.3","7.5","8.0","8.5","5","32","31","20","5","5","3","1.4","2.3","2.4","2.5","2.4","0.4","2.0","2.2","2.0","2.7","-","1.5","2.1","2.1","2.8","-","1.5","1.6","2.5","2.1","1.8","7.4","8.6","9.5","10.5","22.76 (Apr 22, 16)","21.81 (Aug 04, 15)","HDFC Bank","Reliance","Grasim","M&M","Adani Ports","Century","Tata Power","Wipro","Jet Airways","Biocon","Banking/Finance","Oil & Gas","Conglomerates","Automotive","Engineering","Conglomerates","Utilities","Technology","Services","Pharmaceuticals","42.30","29.16","16.97","12.39","7.88","4.35","3.98","3.92","3.46","2.98","20.41","14.07","8.19","5.98","3.80","2.10","1.92","1.89","1.67","1.44",66.24,0,21.51,"N.A",0,12.26,"52.45","61.47","44.77","Banking/Finance","Oil & Gas","Conglomerates","Automotive","Engineering","Utilities","20.41","14.07","10.29","5.98","3.80","2.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","Jun-16","40.8","Mar-16","207.3","Dec-15","275.3","Sep-15","318.4","Jun-15","368.0","Mar-15","454.3","Dec-14","629.8","Sep-14","535.5","Jun-14","310.7","Mar-14","250.9","Dec-13","183.7","Sep-13","154.3","Jun-13","61.2","Mar-13","36.0","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Blended Plan - B - Direct Plan (G) ","ICICI Prudential Mutual Fund","Arbitrage & Arbitrage Plus","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","0.50%","","Jan 01, 2013","1.2","3.9","6.1","10.7","10.2","10.2","-","1","1","1","1","1","1","-","2.8","2.0","1.8","1.5","-","2.1","0.6","2.9","2.8","-","3.7","3.3","2.2","-1.1","-","0.3","1.1","3.3","3.1","-","9.6","7.4","10.9","6.7","-","24.11 (Oct 05, 16)","21.75 (Oct 07, 15)","Indiabulls Housing Finance Ltd.","State Government of Madhya Pradesh","Tata Capital Financial Services Ltd.","Indian Railway Finance Corporation Ltd.","Reliance Gas Transporation Infrastructure Ltd.","Toyota Financial Services India","Punjab National Bank","State Government of Odisha","State Government of Andhra Pradesh","Government Securities","CARE AAA","SOV","CRISIL AA+","CRISIL AAA","CRISIL AAA","CRISIL AAA","CARE AA+","SOV","SOV","SOV","54.24","51.76","51.53","48.82","46.94","39.40","34.96","30.51","25.39","25.24","7.20","6.87","6.84","6.48","6.23","5.23","4.64","4.05","3.37","3.35",0,0,80.16,"N.A",0.44,19.39,"33.62","54.26","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-16","47.4","Sep-16","753.4","Jun-16","747.0","Mar-16","791.0","Dec-15","877.8","Sep-15","891.3","Jun-15","893.5","Mar-15","977.6","Dec-14","849.2","Sep-14","609.0","Jun-14","656.8","Mar-14","1,009.7","Dec-13","1,281.9","Sep-13","1,510.2","Jun-13","1,223.6","Mar-13","540.5","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Blended Plan - B (G) ","ICICI Prudential Mutual Fund","Arbitrage & Arbitrage Plus","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","0.50%","","May 18, 2005","1.2","3.9","6.0","10.6","10.1","10.1","9.3","2","2","2","2","2","2","2","2.8","1.9","1.8","1.9","2.1","2.0","0.6","2.9","2.8","2.3","3.7","3.2","2.1","-1.1","1.8","0.3","1.1","3.3","3.0","2.7","9.6","7.2","10.8","7.0","9.5","23.99 (Oct 05, 16)","21.66 (Oct 07, 15)","Indiabulls Housing Finance Ltd.","State Government of Madhya Pradesh","Tata Capital Financial Services Ltd.","Indian Railway Finance Corporation Ltd.","Reliance Gas Transporation Infrastructure Ltd.","Toyota Financial Services India","Punjab National Bank","State Government of Odisha","State Government of Andhra Pradesh","Government Securities","CARE AAA","SOV","CRISIL AA+","CRISIL AAA","CRISIL AAA","CRISIL AAA","CARE AA+","SOV","SOV","SOV","3.42","3.27","3.25","3.08","2.96","2.49","2.21","1.93","1.60","1.59","7.20","6.87","6.84","6.48","6.23","5.23","4.64","4.05","3.37","3.35",0,0,80.16,"N.A",0.44,19.39,"33.62","54.26","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-16","3.2","Sep-16","47.6","Jun-16","303.8","Mar-16","377.6","Dec-15","383.8","Sep-15","375.8","Jun-15","461.6","Mar-15","488.9","Dec-14","493.8","Sep-14","477.1","Jun-14","380.5","Mar-14","603.3","Dec-13","717.6","Sep-13","825.7","Jun-13","529.6","Mar-13","408.1","MODERATE","MODERATE","MODERATE"
